Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50581_746,GL50581_746-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,40,4557,N/A,0,N/A
GL50581_747,GL50581_747-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,198,22050,N/A,0,N/A
GL50581_748,GL50581_748-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,331,37557,N/A,6,N/A
GL50581_749,GL50581_749-t26_1,Giardia Assemblage B isolate GS,Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:C6LPT0],2630,295479,Protein kinase-like domain superfamily,0,ATP binding;kinase activity;protein binding
GL50581_75,GL50581_75-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMX7],882,100281,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_750,GL50581_750-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,451,50310,N/A,0,N/A
GL50581_751,GL50581_751-t26_1,Giardia Assemblage B isolate GS,DNA-directed DNA polymerase [Source:UniProtKB/TrEMBL;Acc:C6LPT2],2580,292711,Ribonuclease H-like superfamily;DNA/RNA polymerase superfamily,0,"4 iron, 4 sulfur cluster binding;DNA binding;DNA-directed DNA polymerase activity;nucleic acid binding;nucleotide binding"
GL50581_752,GL50581_752-t26_1,Giardia Assemblage B isolate GS,Zinc finger domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPT3],394,42973,"Zinc finger, CHY-type superfamily;Zinc finger, CTCHY-type superfamily",0,zinc ion binding
GL50581_753,GL50581_753-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPT4],316,33206,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_754,GL50581_754-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,446,48863,N/A,3,N/A
GL50581_755,GL50581_755-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,269,28824,N/A,5,N/A
GL50581_756,GL50581_756-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,452,47684,N/A,0,N/A
GL50581_757,GL50581_757-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPT8],739,80221,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_758,GL50581_758-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,149,16120,Galactose-binding-like domain superfamily,0,N/A
GL50581_759,GL50581_759-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPU0],1029,110505,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_76,GL50581_76-t26_1,Giardia Assemblage B isolate GS,Neurogenic locus notch-like protein [Source:UniProtKB/TrEMBL;Acc:C6LMX8],1093,118284,N/A,0,N/A
GL50581_760,GL50581_760-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPU1],1189,133148,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_761,GL50581_761-t26_1,Giardia Assemblage B isolate GS,Coiled-coil protein [Source:UniProtKB/TrEMBL;Acc:C6LPU2],2658,298125,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_762,GL50581_762-t26_1,Giardia Assemblage B isolate GS,GPN-loop GTPase 2 [Source:UniProtKB/TrEMBL;Acc:C6LPU3],250,27205,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;GTP binding;hydrolase activity
GL50581_763,GL50581_763-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,183,19512,"Translation protein, beta-barrel domain superfamily",0,N/A
GL50581_764,GL50581_764-t26_1,Giardia Assemblage B isolate GS,PPPDE domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPU5],135,15390,N/A,0,hydrolase activity
GL50581_765,GL50581_765-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPU6],730,82907,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50581_766,GL50581_766-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1377,155570,N/A,0,N/A
GL50581_767,GL50581_767-t26_1,Giardia Assemblage B isolate GS,Riboflavin kinase [Source:UniProtKB/TrEMBL;Acc:C6LPU8],138,15751,Riboflavin kinase domain superfamily,0,ATP binding;nucleotidyltransferase activity;riboflavin kinase activity
GL50581_768,GL50581_768-t26_1,Giardia Assemblage B isolate GS,HD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPU9],692,79114,N/A,0,hydrolase activity
GL50581_769,GL50581_769-t26_1,Giardia Assemblage B isolate GS,Axonemal p66.0 [Source:UniProtKB/TrEMBL;Acc:C6LPV0],552,62471,N/A,0,N/A
GL50581_77,GL50581_77-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,217,24675,N/A,3,N/A
GL50581_770,GL50581_770-t26_1,Giardia Assemblage B isolate GS,TRANSKETOLASE_1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPV1],719,77449,Thiamin diphosphate-binding fold;Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II,0,catalytic activity;metal ion binding;transferase activity
GL50581_771,GL50581_771-t26_1,Giardia Assemblage B isolate GS,Protein AF-9 homolog [Source:UniProtKB/TrEMBL;Acc:C6LPV2],271,30672,N/A,0,N/A
GL50581_772,GL50581_772-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1165,130511,N/A,0,N/A
GL50581_773,GL50581_773-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,61,7171,N/A,0,N/A
GL50581_774,GL50581_774-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,454,51569,N/A,0,N/A
GL50581_775,GL50581_775-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPV6],2702,302042,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_776,GL50581_776-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LPV7],1135,126127,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_777,GL50581_777-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LPV8],238,25612,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_779,GL50581_779-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,388,43427,N/A,0,N/A
GL50581_78,GL50581_78-t26_1,Giardia Assemblage B isolate GS,Pept_C1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMY0],298,32779,Papain-like cysteine peptidase superfamily,0,cysteine-type peptidase activity
GL50581_780,GL50581_780-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,154,16089,Growth factor receptor cysteine-rich domain superfamily,0,N/A
GL50581_781,GL50581_781-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,358,40151,N/A,0,N/A
GL50581_782,GL50581_782-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,153,17113,N/A,0,N/A
GL50581_783,GL50581_783-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,779,85683,N/A,0,protein binding
GL50581_784,GL50581_784-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,694,77688,Quinoprotein alcohol dehydrogenase-like superfamily,0,N/A
GL50581_785,GL50581_785-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LPW5]",1117,124881,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_786,GL50581_786-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,163,17869,N/A,0,N/A
GL50581_787,GL50581_787-t26_1,Giardia Assemblage B isolate GS,CBF domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPW7],1036,116605,N/A,0,N/A
GL50581_788,GL50581_788-t26_1,Giardia Assemblage B isolate GS,RWD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPW8],188,20974,Ubiquitin-conjugating enzyme/RWD-like,0,protein binding
GL50581_789,GL50581_789-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,344,37664,Kelch-type beta propeller,0,protein binding
GL50581_79,GL50581_79-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,152,17060,Aspartic peptidase domain superfamily,0,N/A
GL50581_790,GL50581_790-t26_1,Giardia Assemblage B isolate GS,H/ACA ribonucleoprotein complex subunit [Source:UniProtKB/TrEMBL;Acc:C6LPX0],187,20949,"Translation protein, beta-barrel domain superfamily",0,RNA binding
GL50581_791,GL50581_791-t26_1,Giardia Assemblage B isolate GS,UDP-N-acetylglucosamine pyrophosphorylase [Source:UniProtKB/TrEMBL;Acc:C6LPX1],438,48551,Nucleotide-diphospho-sugar transferases,0,uridylyltransferase activity
GL50581_792,GL50581_792-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,317,35981,N/A,0,N/A
GL50581_793,GL50581_793-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2081,227230,N/A,0,N/A
GL50581_794,GL50581_794-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,790,88814,Armadillo-type fold,0,N/A
GL50581_795,GL50581_795-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LPX5],941,104653,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_796,GL50581_796-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,343,38818,N/A,0,N/A
GL50581_797,GL50581_797-t26_1,Giardia Assemblage B isolate GS,"Kinase, SCY1 [Source:UniProtKB/TrEMBL;Acc:C6LPX7]",931,103042,Armadillo-type fold;Protein kinase-like domain superfamily,0,kinase activity
GL50581_798,GL50581_798-t26_1,Giardia Assemblage B isolate GS,Aminotran_1_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPX8],487,53774,Pyridoxal phosphate-dependent transferase,0,pyridoxal phosphate binding;transferase activity
GL50581_8,GL50581_8-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMR3],287,30865,Ankyrin repeat-containing domain superfamily,0,kinase activity;protein binding
GL50581_80,GL50581_80-t26_1,Giardia Assemblage B isolate GS,Coiled-coil protein [Source:UniProtKB/TrEMBL;Acc:C6LMY2],1851,207997,N/A,0,N/A
GL50581_800,GL50581_800-t26_1,Giardia Assemblage B isolate GS,FHA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPX9],433,48815,SMAD/FHA domain superfamily,0,protein binding
GL50581_801,GL50581_801-t26_1,Giardia Assemblage B isolate GS,CHY-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPY0],507,57877,"Zinc finger, CHY-type superfamily",0,zinc ion binding
GL50581_802,GL50581_802-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,540,61955,N/A,1,N/A
GL50581_803,GL50581_803-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,270,30647,N/A,0,N/A
GL50581_804,GL50581_804-t26_1,Giardia Assemblage B isolate GS,POP4 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPY3],198,22435,Rof/RNase P-like,0,RNA binding;ribonuclease activity
GL50581_805,GL50581_805-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,344,38568,N/A,0,N/A
GL50581_806,GL50581_806-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,196,20935,N/A,1,N/A
GL50581_807,GL50581_807-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,171,18944,N/A,2,N/A
GL50581_808,GL50581_808-t26_1,Giardia Assemblage B isolate GS,V-type proton ATPase subunit [Source:UniProtKB/TrEMBL;Acc:C6LPY7],351,39672,V-type ATP synthase subunit C-like,0,proton transmembrane transporter activity
GL50581_809,GL50581_809-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LPY8]",892,98677,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_81,GL50581_81-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LMY3]",813,88656,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_810,GL50581_810-t26_1,Giardia Assemblage B isolate GS,Fip1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPY9],88,10495,N/A,0,N/A
GL50581_811,GL50581_811-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1520,167548,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_812,GL50581_812-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,740,82331,N/A,0,N/A
GL50581_813,GL50581_813-t26_1,Giardia Assemblage B isolate GS,"Kinase, NEK [Source:UniProtKB/TrEMBL;Acc:C6LPZ2]",1233,136218,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_814,GL50581_814-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,156,18194,N/A,0,N/A
GL50581_815,GL50581_815-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,452,51033,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50581_816,GL50581_816-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,120,13169,N/A,0,N/A
GL50581_817,GL50581_817-t26_1,Giardia Assemblage B isolate GS,Tubby superfamily protein [Source:UniProtKB/TrEMBL;Acc:C6LPZ6],1527,167521,Quinoprotein alcohol dehydrogenase-like superfamily,0,protein binding
GL50581_818,GL50581_818-t26_1,Giardia Assemblage B isolate GS,PAPS_reduct domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LPZ7],616,68589,N/A,0,catalytic activity
GL50581_819,GL50581_819-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,187,21067,Homeobox-like domain superfamily,0,N/A
GL50581_82,GL50581_82-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,287,32099,Tetratricopeptide-like helical domain superfamily,0,protein binding
GL50581_820,GL50581_820-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,823,91830,N/A,0,N/A
GL50581_821,GL50581_821-t26_1,Giardia Assemblage B isolate GS,Leucine-rich repeat protein 1 virus receptor protein [Source:UniProtKB/TrEMBL;Acc:C6LQ00],749,85268,N/A,0,N/A
GL50581_822,GL50581_822-t26_1,Giardia Assemblage B isolate GS,Polynucleotide 5'-triphosphatase [Source:UniProtKB/TrEMBL;Acc:C6LQ01],328,37717,CYTH-like domain superfamily,0,polynucleotide 5'-phosphatase activity
GL50581_823,GL50581_823-t26_1,Giardia Assemblage B isolate GS,START domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ02],262,29039,N/A,0,lipid binding
GL50581_824,GL50581_824-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,945,104235,N/A,0,N/A
GL50581_825,GL50581_825-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LQ04],631,70401,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_826,GL50581_826-t26_1,Giardia Assemblage B isolate GS,ABC transporter domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ05],858,95950,P-loop containing nucleoside triphosphate hydrolase,7,ATP binding;ATP hydrolysis activity
GL50581_827,GL50581_827-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,3388,380026,N/A,0,N/A
GL50581_828,GL50581_828-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,393,43485,N/A,0,N/A
GL50581_829,GL50581_829-t26_1,Giardia Assemblage B isolate GS,DNA-(apurinic or apyrimidinic site) endonuclease [Source:UniProtKB/TrEMBL;Acc:C6LQ08],322,36172,Endonuclease/exonuclease/phosphatase superfamily,0,endonuclease activity;exonuclease activity;metal ion binding;nuclease activity
GL50581_83,GL50581_83-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2106,235354,N/A,0,N/A
GL50581_830,GL50581_830-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1302,145106,N/A,0,N/A
GL50581_831,GL50581_831-t26_1,Giardia Assemblage B isolate GS,CDP-diacylglycerol--inositol 3-phosphatidyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LQ10],214,24465,N/A,4,"CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity;phosphotransferase activity, for other substituted phosphate groups"
GL50581_832,GL50581_832-t26_1,Giardia Assemblage B isolate GS,Thioredoxin reductase [Source:UniProtKB/TrEMBL;Acc:C6LQ11],314,33877,FAD/NAD(P)-binding domain superfamily,1,oxidoreductase activity;thioredoxin-disulfide reductase activity
GL50581_833,GL50581_833-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,86,9495,N/A,0,N/A
GL50581_834,GL50581_834-t26_1,Giardia Assemblage B isolate GS,RuvB-like helicase [Source:UniProtKB/TrEMBL;Acc:C6LQ13],468,51495,P-loop containing nucleoside triphosphate hydrolase,0,5'-3' DNA helicase activity;ATP binding;DNA helicase activity
GL50581_835,GL50581_835-t26_1,Giardia Assemblage B isolate GS,Proteasome endopeptidase complex [Source:UniProtKB/TrEMBL;Acc:C6LQ14],221,23907,"Nucleophile aminohydrolases, N-terminal",0,threonine-type endopeptidase activity
GL50581_836,GL50581_836-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,320,35474,N/A,0,N/A
GL50581_837,GL50581_837-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1024,116297,N/A,0,N/A
GL50581_838,GL50581_838-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ17],673,74328,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_839,GL50581_839-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,339,37941,N/A,0,N/A
GL50581_84,GL50581_84-t26_1,Giardia Assemblage B isolate GS,PlsC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMY6],386,43530,N/A,2,acyltransferase activity
GL50581_840,GL50581_840-t26_1,Giardia Assemblage B isolate GS,Ribonuclease P [Source:UniProtKB/TrEMBL;Acc:C6LQ19],121,13655,Rnp2-like domain superfamily,0,ribonuclease P activity
GL50581_841,GL50581_841-t26_1,Giardia Assemblage B isolate GS,V-type proton ATPase subunit a [Source:UniProtKB/TrEMBL;Acc:C6LQ20],931,104300,N/A,6,proton transmembrane transporter activity
GL50581_842,GL50581_842-t26_1,Giardia Assemblage B isolate GS,ABC transporter family protein [Source:UniProtKB/TrEMBL;Acc:C6LQ21],177,19886,P-loop containing nucleoside triphosphate hydrolase,0,ATPase-coupled transmembrane transporter activity
GL50581_843,GL50581_843-t26_1,Giardia Assemblage B isolate GS,"RNA helicase, putative [Source:UniProtKB/TrEMBL;Acc:C6LQ22]",709,79016,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;helicase activity
GL50581_844,GL50581_844-t26_1,Giardia Assemblage B isolate GS,VSP [Source:UniProtKB/TrEMBL;Acc:C6LQ23],77,8231,N/A,1,N/A
GL50581_845,GL50581_845-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,338,34335,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50581_846,GL50581_846-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ25],445,49582,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_847,GL50581_847-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,126,14052,N/A,0,N/A
GL50581_848,GL50581_848-t26_1,Giardia Assemblage B isolate GS,HMG box domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ27],183,21700,High mobility group box domain superfamily,0,DNA binding
GL50581_849,GL50581_849-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,883,101537,N/A,0,N/A
GL50581_85,GL50581_85-t26_1,Giardia Assemblage B isolate GS,High cysteine membrane protein Group 4 [Source:UniProtKB/TrEMBL;Acc:C6LMY7],820,85154,Growth factor receptor cysteine-rich domain superfamily,1,N/A
GL50581_850,GL50581_850-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,326,37297,N/A,0,N/A
GL50581_851,GL50581_851-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,107,12433,N/A,0,N/A
GL50581_852,GL50581_852-t26_1,Giardia Assemblage B isolate GS,Probable tRNA N6-adenosine threonylcarbamoyltransferase [Source:UniProtKB/TrEMBL;Acc:C6LQ31],396,42765,"ATPase, nucleotide binding domain",0,N(6)-L-threonylcarbamoyladenine synthase activity;metal ion binding
GL50581_853,GL50581_853-t26_1,Giardia Assemblage B isolate GS,"Spindle pole protein, putative [Source:UniProtKB/TrEMBL;Acc:C6LQ32]",623,74986,N/A,0,N/A
GL50581_854,GL50581_854-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1016,114319,N/A,0,N/A
GL50581_856,GL50581_856-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,511,55919,N/A,10,N/A
GL50581_857,GL50581_857-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,184,20540,N/A,0,N/A
GL50581_858,GL50581_858-t26_1,Giardia Assemblage B isolate GS,Dual-specificity kinase [Source:UniProtKB/TrEMBL;Acc:C6LQ36],691,75866,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine/tyrosine kinase activity
GL50581_859,GL50581_859-t26_1,Giardia Assemblage B isolate GS,ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ37],239,26718,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_860,GL50581_860-t26_1,Giardia Assemblage B isolate GS,VID27 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ38],794,87001,"Quinoprotein amine dehydrogenase, beta chain-like",0,N/A
GL50581_861,GL50581_861-t26_1,Giardia Assemblage B isolate GS,EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ39],229,26549,EF-hand domain pair,0,calcium ion binding
GL50581_862,GL50581_862-t26_1,Giardia Assemblage B isolate GS,Thioredoxin domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ40],449,50577,Thioredoxin-like superfamily,1,isomerase activity
GL50581_863,GL50581_863-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2395,270395,N/A,0,N/A
GL50581_864,GL50581_864-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,37,4055,N/A,1,N/A
GL50581_865,GL50581_865-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,761,82974,N/A,0,N/A
GL50581_866,GL50581_866-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,789,86735,Quinoprotein alcohol dehydrogenase-like superfamily,0,N/A
GL50581_867,GL50581_867-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1094,121388,N/A,0,N/A
GL50581_868,GL50581_868-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ46],584,64661,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50581_869,GL50581_869-t26_1,Giardia Assemblage B isolate GS,Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ47],351,40052,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity;protein serine/threonine kinase activity
GL50581_87,GL50581_87-t26_1,Giardia Assemblage B isolate GS,Protein 21.1 [Source:UniProtKB/TrEMBL;Acc:C6LMY8],823,89462,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50581_870,GL50581_870-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,998,107836,N/A,1,N/A
GL50581_871,GL50581_871-t26_1,Giardia Assemblage B isolate GS,P/Homo B domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ49],821,89472,Galactose-binding-like domain superfamily;Peptidase S8/S53 domain superfamily,1,serine-type endopeptidase activity
GL50581_872,GL50581_872-t26_1,Giardia Assemblage B isolate GS,AAA domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ50],510,56461,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP hydrolysis activity;hydrolase activity;peptidase activity;proteasome-activating ATPase activity
GL50581_873,GL50581_873-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,861,95665,N/A,0,N/A
GL50581_874,GL50581_874-t26_1,Giardia Assemblage B isolate GS,"Serine/Threonine-protein kinase pkwA, putative [Source:UniProtKB/TrEMBL;Acc:C6LQ52]",375,40775,WD40-repeat-containing domain superfamily,0,kinase activity;protein binding
GL50581_875,GL50581_875-t26_1,Giardia Assemblage B isolate GS,Microsomal signal peptidase 18 kDa subunit [Source:UniProtKB/TrEMBL;Acc:C6LQ53],219,24379,N/A,1,peptidase activity
GL50581_876,GL50581_876-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,525,58790,N/A,0,N/A
GL50581_877,GL50581_877-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,764,86624,N/A,7,N/A
GL50581_878,GL50581_878-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,267,28993,N/A,0,N/A
GL50581_879,GL50581_879-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,223,24158,N/A,0,N/A
GL50581_88,GL50581_88-t26_1,Giardia Assemblage B isolate GS,Phosphatidyl synthase [Source:UniProtKB/TrEMBL;Acc:C6LMY9],338,37553,HAD-like superfamily,0,N/A
GL50581_880,GL50581_880-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,384,42521,N/A,0,N/A
GL50581_881,GL50581_881-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1904,214164,N/A,0,N/A
GL50581_882,GL50581_882-t26_1,Giardia Assemblage B isolate GS,Transducin [Source:UniProtKB/TrEMBL;Acc:C6LQ60],786,87313,WD40-repeat-containing domain superfamily,0,protein binding
GL50581_883,GL50581_883-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,143,15362,N/A,2,N/A
GL50581_884,GL50581_884-t26_1,Giardia Assemblage B isolate GS,SH2_2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LQ62],3044,347766,N/A,0,N/A
GL50581_885,GL50581_885-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,2759,310555,N/A,0,N/A
GL50581_886,GL50581_886-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,586,65297,N/A,0,N/A
GL50581_887,GL50581_887-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,1098,121280,N/A,0,N/A
GL50581_888,GL50581_888-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,184,20318,Homeobox-like domain superfamily,0,N/A
GL50581_889,GL50581_889-t26_1,Giardia Assemblage B isolate GS,Hypothetical protein,171,18978,N/A,0,N/A
GL50581_89,GL50581_89-t26_1,Giardia Assemblage B isolate GS,WD_REPEATS_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:C6LMZ0],481,53170,WD40-repeat-containing domain superfamily,0,protein binding
